MapDate,Region,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20151222,Southeast,93.97,6.03,0.49,0.17,0.06,0.00,2015-12-22,2015-12-28,1
20151215,South,98.39,1.61,0.00,0.00,0.00,0.00,2015-12-15,2015-12-21,1
20151215,Northeast,62.47,37.53,6.39,0.00,0.00,0.00,2015-12-15,2015-12-21,1
20151215,Southeast,93.05,6.95,0.46,0.17,0.06,0.00,2015-12-15,2015-12-21,1
20151215,Midwest,87.50,12.50,2.34,0.00,0.00,0.00,2015-12-15,2015-12-21,1
20151215,West,50.25,49.75,31.58,22.23,11.16,4.58,2015-12-15,2015-12-21,1
20151215,High Plains,75.16,24.84,0.92,0.00,0.00,0.00,2015-12-15,2015-12-21,1
20151208,Midwest,89.03,10.97,2.34,0.00,0.00,0.00,2015-12-08,2015-12-14,1
20151208,South,98.57,1.43,0.00,0.00,0.00,0.00,2015-12-08,2015-12-14,1
20151208,West,49.47,50.53,32.20,24.31,13.51,4.58,2015-12-08,2015-12-14,1
20151208,Southeast,95.49,4.51,0.46,0.17,0.06,0.00,2015-12-08,2015-12-14,1
20151208,Northeast,73.46,26.54,6.39,0.00,0.00,0.00,2015-12-08,2015-12-14,1
20151208,High Plains,66.45,33.55,2.03,0.00,0.00,0.00,2015-12-08,2015-12-14,1
20151201,West,49.18,50.82,32.66,24.88,14.14,4.58,2015-12-01,2015-12-07,1
20151201,South,96.28,3.72,0.00,0.00,0.00,0.00,2015-12-01,2015-12-07,1
20151201,High Plains,66.12,33.88,2.03,0.00,0.00,0.00,2015-12-01,2015-12-07,1
20151201,Southeast,93.51,6.49,0.55,0.19,0.06,0.00,2015-12-01,2015-12-07,1
20151201,Northeast,73.46,26.54,6.39,0.00,0.00,0.00,2015-12-01,2015-12-07,1
20151201,Midwest,84.74,15.26,3.16,0.00,0.00,0.00,2015-12-01,2015-12-07,1
20151124,West,44.55,55.45,33.79,25.13,14.27,4.58,2015-11-24,2015-11-30,1
20151124,Southeast,92.50,7.50,0.55,0.25,0.06,0.00,2015-11-24,2015-11-30,1
20151124,Northeast,71.65,28.35,6.39,0.00,0.00,0.00,2015-11-24,2015-11-30,1
20151124,High Plains,64.31,35.69,3.47,0.00,0.00,0.00,2015-11-24,2015-11-30,1
20151124,South,91.00,9.00,2.10,0.00,0.00,0.00,2015-11-24,2015-11-30,1
20151124,Midwest,84.26,15.74,3.51,0.00,0.00,0.00,2015-11-24,2015-11-30,1
20151117,Northeast,71.39,28.61,6.39,0.00,0.00,0.00,2015-11-17,2015-11-23,1
20151117,High Plains,62.15,37.85,4.09,0.00,0.00,0.00,2015-11-17,2015-11-23,1
20151117,South,82.10,17.90,3.40,0.00,0.00,0.00,2015-11-17,2015-11-23,1
20151117,West,43.42,56.58,34.21,25.21,14.34,4.58,2015-11-17,2015-11-23,1
20151117,Southeast,91.00,9.00,1.22,0.25,0.06,0.00,2015-11-17,2015-11-23,1
20151117,Midwest,69.42,30.58,4.96,0.00,0.00,0.00,2015-11-17,2015-11-23,1
20151110,Northeast,76.35,23.65,6.39,0.00,0.00,0.00,2015-11-10,2015-11-16,1
20151110,Southeast,91.87,8.13,1.18,0.25,0.06,0.00,2015-11-10,2015-11-16,1
20151110,South,77.08,22.92,4.07,0.00,0.00,0.00,2015-11-10,2015-11-16,1
20151110,West,44.30,55.70,35.63,25.83,14.34,4.58,2015-11-10,2015-11-16,1
20151110,High Plains,61.62,38.38,5.04,0.00,0.00,0.00,2015-11-10,2015-11-16,1
20151110,Midwest,61.47,38.53,12.67,0.00,0.00,0.00,2015-11-10,2015-11-16,1
20151103,South,67.33,32.67,7.15,0.00,0.00,0.00,2015-11-03,2015-11-09,1
20151103,Northeast,76.35,23.65,6.39,0.00,0.00,0.00,2015-11-03,2015-11-09,1
20151103,West,43.78,56.22,36.39,26.19,14.98,4.61,2015-11-03,2015-11-09,1
20151103,Midwest,61.24,38.76,12.93,0.00,0.00,0.00,2015-11-03,2015-11-09,1
20151103,High Plains,59.07,40.93,4.17,0.00,0.00,0.00,2015-11-03,2015-11-09,1
20151103,Southeast,83.15,16.85,2.29,0.30,0.08,0.00,2015-11-03,2015-11-09,1
20151027,High Plains,59.12,40.88,3.95,0.00,0.00,0.00,2015-10-27,2015-11-02,1
20151027,Northeast,72.67,27.33,6.39,0.00,0.00,0.00,2015-10-27,2015-11-02,1
20151027,Southeast,79.67,20.33,5.97,0.30,0.08,0.00,2015-10-27,2015-11-02,1
20151027,West,43.58,56.42,37.03,27.54,17.53,5.09,2015-10-27,2015-11-02,1
20151027,Midwest,51.27,48.73,15.99,0.00,0.00,0.00,2015-10-27,2015-11-02,1
20151027,South,49.34,50.66,23.74,5.51,0.00,0.00,2015-10-27,2015-11-02,1
20151020,Southeast,76.31,23.69,8.73,0.72,0.17,0.00,2015-10-20,2015-10-26,1
20151020,South,29.30,70.70,51.75,39.55,23.35,4.35,2015-10-20,2015-10-26,1
20151020,High Plains,53.53,46.47,3.56,0.00,0.00,0.00,2015-10-20,2015-10-26,1
20151020,Midwest,53.69,46.31,11.22,0.00,0.00,0.00,2015-10-20,2015-10-26,1
20151020,Northeast,73.39,26.61,5.78,0.00,0.00,0.00,2015-10-20,2015-10-26,1
20151020,West,40.99,59.01,37.47,27.61,17.53,5.09,2015-10-20,2015-10-26,1
20151013,West,41.92,58.08,38.13,28.01,17.67,5.09,2015-10-13,2015-10-19,1
20151013,Southeast,77.89,22.11,7.97,0.45,0.17,0.00,2015-10-13,2015-10-19,1
20151013,High Plains,66.75,33.25,0.82,0.00,0.00,0.00,2015-10-13,2015-10-19,1
20151013,Northeast,74.06,25.94,5.78,0.00,0.00,0.00,2015-10-13,2015-10-19,1
20151013,Midwest,67.75,32.25,3.46,0.00,0.00,0.00,2015-10-13,2015-10-19,1
20151013,South,34.14,65.86,47.63,34.25,16.14,1.50,2015-10-13,2015-10-19,1
20151006,West,41.77,58.23,38.13,28.36,17.67,5.09,2015-10-06,2015-10-12,1
20151006,South,34.36,65.64,45.42,27.03,9.14,0.32,2015-10-06,2015-10-12,1
20151006,Northeast,71.30,28.70,5.78,0.00,0.00,0.00,2015-10-06,2015-10-12,1
20151006,High Plains,73.41,26.59,0.82,0.00,0.00,0.00,2015-10-06,2015-10-12,1
20151006,Southeast,79.78,20.22,5.34,0.45,0.17,0.00,2015-10-06,2015-10-12,1
20151006,Midwest,75.31,24.69,1.02,0.00,0.00,0.00,2015-10-06,2015-10-12,1
20150929,High Plains,75.58,24.42,0.82,0.00,0.00,0.00,2015-09-29,2015-10-05,1
20150929,South,36.88,63.12,37.43,18.31,5.72,0.00,2015-09-29,2015-10-05,1
20150929,Northeast,42.43,57.57,9.00,0.00,0.00,0.00,2015-09-29,2015-10-05,1
20150929,West,34.41,65.59,39.81,28.35,17.71,5.09,2015-09-29,2015-10-05,1
20150929,Southeast,53.14,46.86,12.14,2.18,0.17,0.00,2015-09-29,2015-10-05,1
20150929,Midwest,79.46,20.54,1.04,0.00,0.00,0.00,2015-09-29,2015-10-05,1
20150922,Midwest,84.97,15.03,1.04,0.00,0.00,0.00,2015-09-22,2015-09-28,1
20150922,West,34.43,65.57,40.07,28.39,17.86,5.09,2015-09-22,2015-09-28,1
20150922,High Plains,78.98,21.02,0.82,0.00,0.00,0.00,2015-09-22,2015-09-28,1
20150922,Northeast,41.94,58.06,5.50,0.00,0.00,0.00,2015-09-22,2015-09-28,1
20150922,Southeast,38.10,61.90,24.89,5.29,0.17,0.00,2015-09-22,2015-09-28,1
20150922,South,41.15,58.85,31.60,14.71,4.61,0.00,2015-09-22,2015-09-28,1
20150915,Southeast,38.23,61.77,25.33,6.24,0.21,0.00,2015-09-15,2015-09-21,1
20150915,South,46.05,53.95,29.98,12.57,3.61,0.00,2015-09-15,2015-09-21,1
20150915,West,30.73,69.27,43.13,28.53,17.86,5.09,2015-09-15,2015-09-21,1
20150915,Northeast,51.42,48.58,4.20,0.00,0.00,0.00,2015-09-15,2015-09-21,1
20150915,Midwest,88.35,11.65,0.35,0.00,0.00,0.00,2015-09-15,2015-09-21,1
20150915,High Plains,86.37,13.63,0.42,0.00,0.00,0.00,2015-09-15,2015-09-21,1
20150908,Northeast,51.57,48.43,4.38,0.00,0.00,0.00,2015-09-08,2015-09-14,1
20150908,Southeast,42.32,57.68,25.37,6.30,0.21,0.00,2015-09-08,2015-09-14,1
20150908,Midwest,87.38,12.62,0.35,0.00,0.00,0.00,2015-09-08,2015-09-14,1
20150908,High Plains,86.30,13.70,0.16,0.00,0.00,0.00,2015-09-08,2015-09-14,1
20150908,South,51.49,48.51,30.93,12.78,2.17,0.00,2015-09-08,2015-09-14,1
20150908,West,29.70,70.30,43.18,28.53,17.86,5.09,2015-09-08,2015-09-14,1
20150901,South,56.77,43.23,24.61,7.93,0.67,0.00,2015-09-01,2015-09-07,1
20150901,High Plains,91.92,8.08,0.16,0.00,0.00,0.00,2015-09-01,2015-09-07,1
20150901,Southeast,47.37,52.63,24.79,5.69,0.86,0.00,2015-09-01,2015-09-07,1
20150901,Northeast,72.78,27.22,3.25,0.00,0.00,0.00,2015-09-01,2015-09-07,1
20150901,Midwest,92.11,7.89,0.39,0.00,0.00,0.00,2015-09-01,2015-09-07,1
20150901,West,26.69,73.31,45.78,28.54,17.86,5.09,2015-09-01,2015-09-07,1
20150825,West,27.00,73.00,46.35,28.42,18.44,5.09,2015-08-25,2015-08-31,1
20150825,South,57.70,42.30,20.79,4.47,0.00,0.00,2015-08-25,2015-08-31,1
20150825,High Plains,93.79,6.21,0.16,0.00,0.00,0.00,2015-08-25,2015-08-31,1
20150825,Southeast,47.47,52.53,22.30,5.93,1.09,0.00,2015-08-25,2015-08-31,1
20150825,Midwest,91.38,8.62,1.24,0.00,0.00,0.00,2015-08-25,2015-08-31,1
20150825,Northeast,76.70,23.30,2.16,0.00,0.00,0.00,2015-08-25,2015-08-31,1
20150818,High Plains,93.89,6.11,0.10,0.00,0.00,0.00,2015-08-18,2015-08-24,1
20150818,West,27.35,72.65,46.04,28.08,15.83,5.09,2015-08-18,2015-08-24,1
20150818,Northeast,77.82,22.18,2.33,0.00,0.00,0.00,2015-08-18,2015-08-24,1
20150818,Southeast,47.69,52.31,24.47,6.44,0.96,0.00,2015-08-18,2015-08-24,1
20150818,South,54.91,45.09,20.11,6.11,0.00,0.00,2015-08-18,2015-08-24,1
20150818,Midwest,90.53,9.47,1.28,0.00,0.00,0.00,2015-08-18,2015-08-24,1
20150811,High Plains,93.24,6.76,0.10,0.00,0.00,0.00,2015-08-11,2015-08-17,1
20150811,Northeast,83.14,16.86,2.33,0.00,0.00,0.00,2015-08-11,2015-08-17,1
20150811,West,27.35,72.65,46.73,28.36,15.51,5.09,2015-08-11,2015-08-17,1
20150811,South,58.89,41.11,15.75,3.82,0.00,0.00,2015-08-11,2015-08-17,1
20150811,Southeast,47.61,52.39,24.10,5.39,0.53,0.00,2015-08-11,2015-08-17,1
20150811,Midwest,93.15,6.85,0.73,0.00,0.00,0.00,2015-08-11,2015-08-17,1
20150804,Northeast,90.25,9.75,2.33,0.00,0.00,0.00,2015-08-04,2015-08-10,1
20150804,West,27.34,72.66,46.83,28.73,14.86,4.79,2015-08-04,2015-08-10,1
20150804,High Plains,84.98,15.02,0.67,0.00,0.00,0.00,2015-08-04,2015-08-10,1
20150804,Midwest,89.91,10.09,0.00,0.00,0.00,0.00,2015-08-04,2015-08-10,1
20150804,South,76.67,23.33,5.43,0.09,0.00,0.00,2015-08-04,2015-08-10,1
20150804,Southeast,46.98,53.02,23.84,5.39,0.47,0.00,2015-08-04,2015-08-10,1
20150728,South,87.23,12.77,0.34,0.00,0.00,0.00,2015-07-28,2015-08-03,1
20150728,High Plains,84.98,15.02,0.67,0.00,0.00,0.00,2015-07-28,2015-08-03,1
20150728,Northeast,91.21,8.79,2.24,0.00,0.00,0.00,2015-07-28,2015-08-03,1
20150728,Southeast,56.68,43.32,18.25,2.66,0.38,0.00,2015-07-28,2015-08-03,1
20150728,West,27.34,72.66,46.83,28.73,14.86,4.79,2015-07-28,2015-08-03,1
20150728,Midwest,93.21,6.79,0.00,0.00,0.00,0.00,2015-07-28,2015-08-03,1
20150721,Northeast,91.21,8.79,2.24,0.00,0.00,0.00,2015-07-21,2015-07-27,1
20150721,Southeast,59.13,40.87,18.54,2.39,0.39,0.00,2015-07-21,2015-07-27,1
20150721,West,31.43,68.57,47.07,28.02,12.61,4.79,2015-07-21,2015-07-27,1
20150721,High Plains,88.44,11.56,0.67,0.00,0.00,0.00,2015-07-21,2015-07-27,1
20150721,South,96.90,3.10,0.01,0.00,0.00,0.00,2015-07-21,2015-07-27,1
20150721,Midwest,98.10,1.90,0.00,0.00,0.00,0.00,2015-07-21,2015-07-27,1
20150714,Northeast,91.21,8.79,2.24,0.00,0.00,0.00,2015-07-14,2015-07-20,1
20150714,West,30.11,69.89,47.86,29.25,12.61,4.79,2015-07-14,2015-07-20,1
20150714,South,97.77,2.23,0.01,0.00,0.00,0.00,2015-07-14,2015-07-20,1
20150714,High Plains,89.71,10.29,0.67,0.00,0.00,0.00,2015-07-14,2015-07-20,1
20150714,Midwest,98.20,1.80,0.00,0.00,0.00,0.00,2015-07-14,2015-07-20,1
20150714,Southeast,63.18,36.82,16.25,2.65,0.37,0.00,2015-07-14,2015-07-20,1
20150707,South,95.83,4.17,0.13,0.00,0.00,0.00,2015-07-07,2015-07-13,1
20150707,West,28.04,71.96,46.69,28.76,12.61,4.85,2015-07-07,2015-07-13,1
20150707,Southeast,65.13,34.87,15.79,2.07,0.30,0.00,2015-07-07,2015-07-13,1
20150707,Northeast,83.73,16.27,3.42,0.00,0.00,0.00,2015-07-07,2015-07-13,1
20150707,High Plains,85.54,14.46,0.67,0.00,0.00,0.00,2015-07-07,2015-07-13,1
20150707,Midwest,98.90,1.10,0.00,0.00,0.00,0.00,2015-07-07,2015-07-13,1
20150630,West,29.95,70.05,43.59,26.07,11.45,4.85,2015-06-30,2015-07-06,1
20150630,Midwest,95.73,4.27,0.00,0.00,0.00,0.00,2015-06-30,2015-07-06,1
20150630,Southeast,58.08,41.92,15.21,1.75,0.00,0.00,2015-06-30,2015-07-06,1
20150630,South,92.89,7.11,0.92,0.00,0.00,0.00,2015-06-30,2015-07-06,1
20150630,High Plains,82.60,17.40,1.38,0.00,0.00,0.00,2015-06-30,2015-07-06,1
20150630,Northeast,78.74,21.26,3.89,0.00,0.00,0.00,2015-06-30,2015-07-06,1
20150623,Midwest,90.05,9.95,0.91,0.00,0.00,0.00,2015-06-23,2015-06-29,1
20150623,West,29.97,70.03,40.57,23.98,11.45,4.85,2015-06-23,2015-06-29,1
20150623,Northeast,68.65,31.35,10.14,0.00,0.00,0.00,2015-06-23,2015-06-29,1
20150623,Southeast,58.72,41.28,11.50,1.73,0.00,0.00,2015-06-23,2015-06-29,1
20150623,High Plains,82.60,17.40,1.38,0.00,0.00,0.00,2015-06-23,2015-06-29,1
20150623,South,92.68,7.32,1.09,0.00,0.00,0.00,2015-06-23,2015-06-29,1
20150616,Midwest,82.01,17.99,4.02,0.00,0.00,0.00,2015-06-16,2015-06-22,1
20150616,Southeast,70.00,30.00,4.89,0.32,0.00,0.00,2015-06-16,2015-06-22,1
20150616,West,36.12,63.88,37.62,23.04,11.45,4.85,2015-06-16,2015-06-22,1
20150616,High Plains,81.03,18.97,1.90,0.00,0.00,0.00,2015-06-16,2015-06-22,1
20150616,South,93.66,6.34,0.89,0.00,0.00,0.00,2015-06-16,2015-06-22,1
20150616,Northeast,57.85,42.15,13.94,0.00,0.00,0.00,2015-06-16,2015-06-22,1
20150609,Southeast,72.90,27.10,3.04,0.28,0.00,0.00,2015-06-09,2015-06-15,1
20150609,Midwest,85.86,14.14,0.00,0.00,0.00,0.00,2015-06-09,2015-06-15,1
20150609,South,92.75,7.25,0.27,0.00,0.00,0.00,2015-06-09,2015-06-15,1
20150609,High Plains,76.62,23.38,2.55,0.00,0.00,0.00,2015-06-09,2015-06-15,1
20150609,Northeast,54.28,45.72,12.85,0.00,0.00,0.00,2015-06-09,2015-06-15,1
20150609,West,39.26,60.74,37.00,23.18,11.71,5.20,2015-06-09,2015-06-15,1
20150602,South,91.31,8.69,0.32,0.00,0.00,0.00,2015-06-02,2015-06-08,1
20150602,High Plains,71.94,28.06,6.12,0.00,0.00,0.00,2015-06-02,2015-06-08,1
20150602,West,38.68,61.32,38.15,24.00,12.02,5.31,2015-06-02,2015-06-08,1
20150602,Northeast,49.46,50.54,12.85,0.00,0.00,0.00,2015-06-02,2015-06-08,1
20150602,Southeast,67.17,32.83,3.80,0.28,0.00,0.00,2015-06-02,2015-06-08,1
20150602,Midwest,80.41,19.59,2.37,0.00,0.00,0.00,2015-06-02,2015-06-08,1
20150526,Midwest,56.89,43.11,6.09,0.00,0.00,0.00,2015-05-26,2015-06-01,1
20150526,West,42.06,57.94,38.19,24.00,11.75,5.31,2015-05-26,2015-06-01,1
20150526,High Plains,68.56,31.44,6.68,0.20,0.00,0.00,2015-05-26,2015-06-01,1
20150526,Northeast,29.45,70.55,23.60,0.00,0.00,0.00,2015-05-26,2015-06-01,1
20150526,Southeast,65.26,34.74,2.10,0.00,0.00,0.00,2015-05-26,2015-06-01,1
20150526,South,82.07,17.93,3.09,0.00,0.00,0.00,2015-05-26,2015-06-01,1
20150519,High Plains,54.18,45.82,18.53,2.74,0.00,0.00,2015-05-19,2015-05-25,1
20150519,Northeast,36.06,63.94,22.70,0.00,0.00,0.00,2015-05-19,2015-05-25,1
20150519,South,75.75,24.25,13.35,2.86,0.00,0.00,2015-05-19,2015-05-25,1
20150519,Midwest,58.14,41.86,13.84,0.00,0.00,0.00,2015-05-19,2015-05-25,1
20150519,Southeast,80.54,19.46,1.44,0.00,0.00,0.00,2015-05-19,2015-05-25,1
20150519,West,40.80,59.20,40.63,24.44,11.75,5.31,2015-05-19,2015-05-25,1
20150512,Midwest,54.56,45.44,21.01,5.90,0.00,0.00,2015-05-12,2015-05-18,1
20150512,High Plains,40.32,59.68,30.90,7.02,0.08,0.00,2015-05-12,2015-05-18,1
20150512,Southeast,81.90,18.10,0.85,0.00,0.00,0.00,2015-05-12,2015-05-18,1
20150512,West,40.27,59.73,42.24,25.42,11.72,5.31,2015-05-12,2015-05-18,1
20150512,Northeast,37.84,62.16,0.00,0.00,0.00,0.00,2015-05-12,2015-05-18,1
20150512,South,71.75,28.25,17.80,7.15,1.47,0.00,2015-05-12,2015-05-18,1
20150505,High Plains,33.23,66.77,43.94,15.01,0.24,0.00,2015-05-05,2015-05-11,1
20150505,Midwest,55.89,44.11,21.62,6.74,0.00,0.00,2015-05-05,2015-05-11,1
20150505,South,69.59,30.41,22.79,13.98,5.16,1.48,2015-05-05,2015-05-11,1
20150505,Northeast,49.62,50.38,0.00,0.00,0.00,0.00,2015-05-05,2015-05-11,1
20150505,West,40.71,59.29,42.32,26.10,11.72,5.31,2015-05-05,2015-05-11,1
20150505,Southeast,85.88,14.12,0.72,0.00,0.00,0.00,2015-05-05,2015-05-11,1
20150428,Southeast,87.73,12.27,1.00,0.00,0.00,0.00,2015-04-28,2015-05-04,1
20150428,High Plains,33.15,66.85,43.87,14.22,0.51,0.00,2015-04-28,2015-05-04,1
20150428,South,69.52,30.48,23.41,14.32,6.05,1.57,2015-04-28,2015-05-04,1
20150428,Northeast,60.21,39.79,0.00,0.00,0.00,0.00,2015-04-28,2015-05-04,1
20150428,West,42.56,57.44,41.59,26.28,11.78,5.31,2015-04-28,2015-05-04,1
20150428,Midwest,59.28,40.72,21.28,5.39,0.00,0.00,2015-04-28,2015-05-04,1
20150421,West,43.95,56.05,41.19,25.36,11.48,5.31,2015-04-21,2015-04-27,1
20150421,Northeast,59.97,40.03,0.00,0.00,0.00,0.00,2015-04-21,2015-04-27,1
20150421,High Plains,32.92,67.08,40.94,12.67,0.66,0.00,2015-04-21,2015-04-27,1
20150421,Midwest,57.40,42.60,21.12,0.00,0.00,0.00,2015-04-21,2015-04-27,1
20150421,Southeast,85.85,14.15,2.17,0.98,0.00,0.00,2015-04-21,2015-04-27,1
20150421,South,66.98,33.02,25.57,18.05,9.66,2.40,2015-04-21,2015-04-27,1
20150414,South,59.83,40.17,28.06,19.32,12.82,3.11,2015-04-14,2015-04-20,1
20150414,Midwest,54.79,45.21,21.08,0.00,0.00,0.00,2015-04-14,2015-04-20,1
20150414,High Plains,26.09,73.91,40.67,12.83,0.79,0.00,2015-04-14,2015-04-20,1
20150414,Southeast,63.58,36.42,3.96,0.60,0.00,0.00,2015-04-14,2015-04-20,1
20150414,Northeast,54.75,45.25,0.00,0.00,0.00,0.00,2015-04-14,2015-04-20,1
20150414,West,42.83,57.17,40.85,25.33,11.38,5.10,2015-04-14,2015-04-20,1
20150407,West,41.55,58.45,40.05,25.20,11.38,5.10,2015-04-07,2015-04-13,1
20150407,Midwest,52.13,47.87,21.85,0.00,0.00,0.00,2015-04-07,2015-04-13,1
20150407,Southeast,62.20,37.80,5.39,0.72,0.00,0.00,2015-04-07,2015-04-13,1
20150407,South,57.24,42.76,29.46,19.85,13.10,3.50,2015-04-07,2015-04-13,1
20150407,Northeast,53.44,46.56,0.00,0.00,0.00,0.00,2015-04-07,2015-04-13,1
20150407,High Plains,25.24,74.76,35.96,12.74,0.79,0.00,2015-04-07,2015-04-13,1
20150331,Midwest,54.11,45.89,21.85,0.00,0.00,0.00,2015-03-31,2015-04-06,1
20150331,Southeast,66.98,33.02,4.23,0.17,0.00,0.00,2015-03-31,2015-04-06,1
20150331,High Plains,27.26,72.74,35.96,11.90,0.30,0.00,2015-03-31,2015-04-06,1
20150331,West,42.05,57.95,40.06,24.65,11.38,4.83,2015-03-31,2015-04-06,1
20150331,South,57.30,42.70,29.63,19.60,12.61,2.79,2015-03-31,2015-04-06,1
20150331,Northeast,54.53,45.47,0.00,0.00,0.00,0.00,2015-03-31,2015-04-06,1
20150324,Midwest,61.59,38.41,16.38,0.00,0.00,0.00,2015-03-24,2015-03-30,1
20150324,High Plains,27.64,72.36,28.30,8.07,0.30,0.00,2015-03-24,2015-03-30,1
20150324,Southeast,74.78,25.22,2.97,0.21,0.00,0.00,2015-03-24,2015-03-30,1
20150324,South,55.25,44.75,29.95,19.37,11.66,2.79,2015-03-24,2015-03-30,1
20150324,West,42.20,57.80,40.05,21.95,11.38,4.83,2015-03-24,2015-03-30,1
20150324,Northeast,74.90,25.10,0.00,0.00,0.00,0.00,2015-03-24,2015-03-30,1
20150317,Southeast,74.71,25.29,3.02,0.00,0.00,0.00,2015-03-17,2015-03-23,1
20150317,Midwest,67.31,32.69,16.28,0.00,0.00,0.00,2015-03-17,2015-03-23,1
20150317,West,43.00,57.00,40.39,20.73,11.10,4.70,2015-03-17,2015-03-23,1
20150317,South,46.23,53.77,32.66,20.06,11.54,2.27,2015-03-17,2015-03-23,1
20150317,High Plains,36.64,63.36,25.26,5.52,0.30,0.00,2015-03-17,2015-03-23,1
20150317,Northeast,84.25,15.75,0.00,0.00,0.00,0.00,2015-03-17,2015-03-23,1
20150310,Southeast,76.97,23.03,3.62,0.00,0.00,0.00,2015-03-10,2015-03-16,1
20150310,South,43.89,56.11,34.08,19.55,10.21,2.27,2015-03-10,2015-03-16,1
20150310,Midwest,67.30,32.70,0.97,0.00,0.00,0.00,2015-03-10,2015-03-16,1
20150310,West,42.84,57.16,40.06,20.00,11.10,4.70,2015-03-10,2015-03-16,1
20150310,Northeast,86.09,13.91,0.00,0.00,0.00,0.00,2015-03-10,2015-03-16,1
20150310,High Plains,45.43,54.57,21.13,5.51,0.30,0.00,2015-03-10,2015-03-16,1
20150303,High Plains,46.08,53.92,20.66,5.51,0.30,0.00,2015-03-03,2015-03-09,1
20150303,Southeast,75.45,24.55,3.93,0.00,0.00,0.00,2015-03-03,2015-03-09,1
20150303,West,41.93,58.07,40.15,19.70,11.10,4.70,2015-03-03,2015-03-09,1
20150303,Northeast,83.24,16.76,0.00,0.00,0.00,0.00,2015-03-03,2015-03-09,1
20150303,South,36.75,63.25,35.83,20.17,10.48,2.47,2015-03-03,2015-03-09,1
20150303,Midwest,76.38,23.62,1.11,0.00,0.00,0.00,2015-03-03,2015-03-09,1
20150224,South,33.91,66.09,40.23,20.99,10.95,3.02,2015-02-24,2015-03-02,1
20150224,Southeast,70.66,29.34,4.38,0.00,0.00,0.00,2015-02-24,2015-03-02,1
20150224,West,43.80,56.20,40.21,20.76,11.61,4.70,2015-02-24,2015-03-02,1
20150224,Northeast,82.68,17.32,0.00,0.00,0.00,0.00,2015-02-24,2015-03-02,1
20150224,High Plains,46.08,53.92,20.66,5.51,0.30,0.00,2015-02-24,2015-03-02,1
20150224,Midwest,72.48,27.52,1.69,0.00,0.00,0.00,2015-02-24,2015-03-02,1
20150217,Northeast,82.13,17.87,0.00,0.00,0.00,0.00,2015-02-17,2015-02-23,1
20150217,Midwest,70.70,29.30,5.48,0.00,0.00,0.00,2015-02-17,2015-02-23,1
20150217,High Plains,46.61,53.39,20.18,5.51,0.30,0.00,2015-02-17,2015-02-23,1
20150217,Southeast,70.51,29.49,3.42,0.00,0.00,0.00,2015-02-17,2015-02-23,1
20150217,South,29.74,70.26,36.69,22.13,10.07,3.02,2015-02-17,2015-02-23,1
20150217,West,44.56,55.44,39.28,20.45,11.51,4.82,2015-02-17,2015-02-23,1
20150210,Northeast,81.70,18.30,0.00,0.00,0.00,0.00,2015-02-10,2015-02-16,1
20150210,Southeast,74.80,25.20,0.41,0.00,0.00,0.00,2015-02-10,2015-02-16,1
20150210,West,53.14,46.86,35.35,20.47,11.43,4.65,2015-02-10,2015-02-16,1
20150210,High Plains,46.61,53.39,12.64,5.51,0.30,0.00,2015-02-10,2015-02-16,1
20150210,Midwest,70.70,29.30,5.48,0.00,0.00,0.00,2015-02-10,2015-02-16,1
20150210,South,42.31,57.69,33.75,20.56,9.71,3.02,2015-02-10,2015-02-16,1
20150203,Southeast,83.78,16.22,0.41,0.00,0.00,0.00,2015-02-03,2015-02-09,1
20150203,South,48.42,51.58,32.70,18.18,8.68,2.18,2015-02-03,2015-02-09,1
20150203,Midwest,72.43,27.57,3.16,0.00,0.00,0.00,2015-02-03,2015-02-09,1
20150203,West,53.32,46.68,35.41,20.95,12.37,4.65,2015-02-03,2015-02-09,1
20150203,High Plains,50.35,49.65,12.49,5.51,0.30,0.00,2015-02-03,2015-02-09,1
20150203,Northeast,82.28,17.72,0.00,0.00,0.00,0.00,2015-02-03,2015-02-09,1
20150127,Midwest,60.02,39.98,3.12,0.00,0.00,0.00,2015-01-27,2015-02-02,1
20150127,High Plains,51.17,48.83,12.46,5.51,0.30,0.00,2015-01-27,2015-02-02,1
20150127,South,48.91,51.09,31.26,18.12,8.68,2.30,2015-01-27,2015-02-02,1
20150127,Southeast,85.23,14.77,0.41,0.00,0.00,0.00,2015-01-27,2015-02-02,1
20150127,West,53.60,46.40,36.10,22.30,12.51,4.65,2015-01-27,2015-02-02,1
20150127,Northeast,82.28,17.72,0.00,0.00,0.00,0.00,2015-01-27,2015-02-02,1
20150120,South,48.33,51.67,33.13,18.34,8.73,2.30,2015-01-20,2015-01-26,1
20150120,Southeast,84.85,15.15,0.66,0.00,0.00,0.00,2015-01-20,2015-01-26,1
20150120,Midwest,81.26,18.74,1.30,0.00,0.00,0.00,2015-01-20,2015-01-26,1
20150120,High Plains,56.27,43.73,11.35,5.51,0.30,0.00,2015-01-20,2015-01-26,1
20150120,West,56.56,43.44,35.65,22.47,12.37,4.25,2015-01-20,2015-01-26,1
20150120,Northeast,83.69,16.31,0.00,0.00,0.00,0.00,2015-01-20,2015-01-26,1
20150113,Southeast,90.35,9.65,0.66,0.00,0.00,0.00,2015-01-13,2015-01-19,1
